	asin	author	author_title	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title
3236		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2010-07-04	110	0	20	THE SHACK
3237		Pat Conroy	Pat Conroy**SOUTH OF BROAD	0385344074	9780385344074	2010-07-04	9	9	11	SOUTH OF BROAD
3238		Elin Hilderbrand	Elin Hilderbrand**THE CASTAWAYS	0316043907	9780316043908	2010-07-04	4	16	18	THE CASTAWAYS
3239		Kate Morton	Kate Morton**THE FORGOTTEN GARDEN	1416550550	9781416550556	2010-07-04	20	17	17	THE FORGOTTEN GARDEN
3240		Nora Roberts	Nora Roberts**SAVOR THE MOMENT	0425233685	9780425233689	2010-06-13	7	5	6	SAVOR THE MOMENT
3241		Stieg Larsson	Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE	030745455X	9780307454553	2010-06-13	12	2	2	THE GIRL WHO PLAYED WITH FIRE
3242		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307454541	9780307454546	2010-06-13	51	1	1	THE GIRL WITH THE DRAGON TATTOO
3243		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2010-06-13	132	12	9	THE ALCHEMIST
3244		Chris Cleave	Chris Cleave**LITTLE BEE	1416589643	9781416589648	2010-06-13	17	3	3	LITTLE BEE
3245		Tatiana de Rosnay	Tatiana de Rosnay**SARAH’S KEY	0312370849	9780312370848	2010-06-13	70	11	10	SARAH’S KEY
3246		Paul Harding	Paul Harding**TINKERS	193413712X	9781934137123	2010-06-13	8	10	17	TINKERS
3247		Lev Grossman	Lev Grossman**THE MAGICIANS	0452296293	9780452296299	2010-06-13	2	18	12	THE MAGICIANS
3248		Robert Goolrick	Robert Goolrick**A RELIABLE WIFE	1565129776	9781565129771	2010-06-13	23	8	7	A RELIABLE WIFE
3249		Abraham Verghese	Abraham Verghese**CUTTING FOR STONE	0375714367	9780375714368	2010-06-13	20	7	8	CUTTING FOR STONE
3250		Stephenie Meyer	Stephenie Meyer**THE HOST	0316068055	9780316068055	2010-06-13	9	15	16	THE HOST
3251		Pat Conroy	Pat Conroy**SOUTH OF BROAD	0385344074	9780385344074	2010-06-13	6	6	5	SOUTH OF BROAD
3252		Elin Hilderbrand	Elin Hilderbrand**THE CASTAWAYS	0316043907	9780316043908	2010-06-13	1	0	15	THE CASTAWAYS
3253		Jennifer Weiner	Jennifer Weiner**BEST FRIENDS FOREVER	0743294300	9780743294300	2010-06-13	6	4	4	BEST FRIENDS FOREVER
3254		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2010-06-13	108	14	20	THE SHACK
3255		Richard Russo	Richard Russo**THAT OLD CAPE MAGIC	1400030919	9781400030910	2010-06-13	2	16	11	THAT OLD CAPE MAGIC
3256		Garth Stein	Garth Stein**THE ART OF RACING IN THE RAIN	0061537969	9780061537967	2010-06-13	53	9	14	THE ART OF RACING IN THE RAIN
3257		J Courtney Sullivan	J Courtney Sullivan**COMMENCEMENT	0307454967	9780307454966	2010-06-13	4	17	18	COMMENCEMENT
3258		John Hart	John Hart**THE LAST CHILD	0312642369	9780312642365	2010-06-13	14	19	19	THE LAST CHILD
3259		Kate Morton	Kate Morton**THE FORGOTTEN GARDEN	1416550550	9781416550556	2010-06-13	17	13	13	THE FORGOTTEN GARDEN
3260		Sue Monk Kidd	Sue Monk Kidd**THE SECRET LIFE OF BEES	0142001740	9780142001745	2008-08-02	7	0	17	THE SECRET LIFE OF BEES
3261		Ann Patchett	Ann Patchett**RUN	0061340642	9780061340642	2008-08-02	1	0	14	RUN
3262		Cormac McCarthy	Cormac McCarthy**THE ROAD	0307387895	9780307387899	2008-08-02	48	0	7	THE ROAD
3263		Jenna Blum	Jenna Blum**THOSE WHO SAVE US	0156031663	9780156031660	2008-08-02	13	0	20	THOSE WHO SAVE US
3264		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2008-08-02	47	0	5	THE ALCHEMIST
3265		Kim Edwards	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	0143037145	9780143037149	2008-08-02	48	0	16	THE MEMORY KEEPER’S DAUGHTER
3266		Ann Brashares	Ann Brashares**THE LAST SUMMER (OF YOU AND ME)	0743454537	9780743454537	2008-08-02	13	0	12	THE LAST SUMMER (OF YOU AND ME)
3267		Jane Green	Jane Green**SECOND CHANCE	0452289440	9780452289444	2008-08-02	10	0	13	SECOND CHANCE
3268		Jeffrey Eugenides	Jeffrey Eugenides**MIDDLESEX	0312422156	9780312422158	2008-08-02	18	0	18	MIDDLESEX
3269		Nancy Horan	Nancy Horan**LOVING FRANK	0345494997	9780345494993	2008-08-02	16	0	8	LOVING FRANK
3270		Kate Jacobs	Kate Jacobs**THE FRIDAY NIGHT KNITTING CLUB	0425219097	9780425219096	2008-08-02	31	0	10	THE FRIDAY NIGHT KNITTING CLUB
3271		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2008-08-02	11	0	1	THE SHACK
3272		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	1565125606	9781565125605	2008-08-02	48	0	3	WATER FOR ELEPHANTS
3273		Jodi Picoult	Jodi Picoult**NINETEEN MINUTES	0743496728	9780743496728	2008-08-02	26	0	11	NINETEEN MINUTES
3274		Elin Hilderbrand	Elin Hilderbrand**BAREFOOT	0316018597	9780316018593	2008-08-02	8	0	2	BAREFOOT
3275		Jodi Picoult	Jodi Picoult**MY SISTER’S KEEPER	0743454537	9780743454537	2008-08-02	26	0	9	MY SISTER’S KEEPER
3276		Khaled Hosseini	Khaled Hosseini**THE KITE RUNNER	1594481776	9781594481772	2008-08-02	48	0	4	THE KITE RUNNER
3277		Per Petterson	Per Petterson**OUT STEALING HORSES	1555974708	9781555974701	2008-08-02	7	0	19	OUT STEALING HORSES
3278		Tana French	Tana French**IN THE WOODS	0670038601	9780670038602	2008-08-02	10	0	6	IN THE WOODS
3279		Nora Roberts	Nora Roberts**REFLECTIONS AND DREAMS	0373285701	9780373285709	2008-08-02	1	0	15	REFLECTIONS AND DREAMS
3280		John Grisham	John Grisham**FORD COUNTY	0553386816	9780553386813	2010-09-26	6	10	13	FORD COUNTY
3281		Lorrie Moore	Lorrie Moore**A GATE AT THE STAIRS	0375708464	9780375708466	2010-09-26	5	16	18	A GATE AT THE STAIRS
3282		Stieg Larsson	Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE	030745455X	9780307454553	2010-09-26	27	2	2	THE GIRL WHO PLAYED WITH FIRE
3283		Jamie Ford	Jamie Ford**HOTEL ON THE CORNER OF BITTER AND SWEET	0345505344	9780345505347	2010-09-26	20	15	12	HOTEL ON THE CORNER OF BITTER AND SWEET
3284		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307454541	9780307454546	2010-09-26	66	1	1	THE GIRL WITH THE DRAGON TATTOO
3285		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2010-09-26	147	11	11	THE ALCHEMIST
3286		Chris Cleave	Chris Cleave**LITTLE BEE	1416589643	9781416589648	2010-09-26	32	3	3	LITTLE BEE
3287		Abraham Verghese	Abraham Verghese**CUTTING FOR STONE	0375714367	9780375714368	2010-09-26	35	5	5	CUTTING FOR STONE
3288		Robert Goolrick	Robert Goolrick**A RELIABLE WIFE	1565129776	9781565129771	2010-09-26	37	13	16	A RELIABLE WIFE
3289		Tatiana de Rosnay	Tatiana de Rosnay**SARAH’S KEY	0312370849	9780312370848	2010-09-26	85	7	8	SARAH’S KEY
3290		Beverly Lewis	Beverly Lewis**THE THORN	0764205749	9780764205743	2010-09-26	3	12	17	THE THORN
3291		Edward Rutherfurd	Edward Rutherfurd**NEW YORK	0345497422	9780345497420	2010-09-26	1	0	19	NEW YORK
3292		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	1565125606	9781565125605	2010-09-26	95	0	20	WATER FOR ELEPHANTS
3293		Kazuo Ishiguro	Kazuo Ishiguro**NEVER LET ME GO	1400078776	9781400078776	2010-09-26	3	9	10	NEVER LET ME GO
3294		Jeannette Walls	Jeannette Walls**HALF BROKE HORSES	1416586296	9781416586296	2010-09-26	3	4	4	HALF BROKE HORSES
3295		Jonathan Franzen	Jonathan Franzen**THE CORRECTIONS	0312421273	9780312421274	2010-09-26	4	8	7	THE CORRECTIONS
3296		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2010-09-26	117	17	15	THE SHACK
3297		Garth Stein	Garth Stein**THE ART OF RACING IN THE RAIN	0061537969	9780061537967	2010-09-26	68	6	9	THE ART OF RACING IN THE RAIN
3298		James Patterson and Michael Ledwidge	James Patterson and Michael Ledwidge**WORST CASE	0446565725	9780446565721	2010-09-26	1	0	6	WORST CASE
3299		Barbara Kingsolver	Barbara Kingsolver**THE LACUNA	0060852585	9780060852580	2010-09-26	10	14	14	THE LACUNA
3300		Sue Monk Kidd	Sue Monk Kidd**THE SECRET LIFE OF BEES	0142001740	9780142001745	2008-08-09	8	0	12	THE SECRET LIFE OF BEES
3301		Elin Hilderbrand	Elin Hilderbrand**BAREFOOT	0316018597	9780316018593	2008-08-09	9	0	2	BAREFOOT
3302		Cormac McCarthy	Cormac McCarthy**THE ROAD	0307387895	9780307387899	2008-08-09	49	0	6	THE ROAD
3303		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2008-08-09	48	0	4	THE ALCHEMIST
3304		Kim Edwards	Kim Edwards**THE MEMORY KEEPER’S DAUGHTER	0143037145	9780143037149	2008-08-09	49	0	16	THE MEMORY KEEPER’S DAUGHTER
3305		Nicholas Sparks	Nicholas Sparks**NIGHTS IN RODANTHE	0446691798	9780446691796	2008-08-09	1	0	20	NIGHTS IN RODANTHE
3306		Jane Green	Jane Green**SECOND CHANCE	0452289440	9780452289444	2008-08-09	11	0	13	SECOND CHANCE
3307		Lora Leigh	Lora Leigh**NAUTI DREAMS	0425219518	9780425219515	2008-08-09	1	0	8	NAUTI DREAMS
3308		Nancy Horan	Nancy Horan**LOVING FRANK	0345494997	9780345494993	2008-08-09	17	0	17	LOVING FRANK
3309		Kate Jacobs	Kate Jacobs**THE FRIDAY NIGHT KNITTING CLUB	0425219097	9780425219096	2008-08-09	32	0	11	THE FRIDAY NIGHT KNITTING CLUB
3310		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2008-08-09	12	0	1	THE SHACK
3311		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	1565125606	9781565125605	2008-08-09	49	0	3	WATER FOR ELEPHANTS
3312		Jodi Picoult	Jodi Picoult**NINETEEN MINUTES	0743496728	9780743496728	2008-08-09	27	0	10	NINETEEN MINUTES
3313		Ann Brashares	Ann Brashares**THE LAST SUMMER (OF YOU AND ME)	0743454537	9780743454537	2008-08-09	14	0	15	THE LAST SUMMER (OF YOU AND ME)
3314		Ann Patchett	Ann Patchett**RUN	0061340642	9780061340642	2008-08-09	2	0	7	RUN
3315		Jodi Picoult	Jodi Picoult**MY SISTER’S KEEPER	0743454537	9780743454537	2008-08-09	27	0	9	MY SISTER’S KEEPER
3316		Khaled Hosseini	Khaled Hosseini**THE KITE RUNNER	1594481776	9781594481772	2008-08-09	49	0	5	THE KITE RUNNER
3317		Per Petterson	Per Petterson**OUT STEALING HORSES	1555974708	9781555974701	2008-08-09	8	0	19	OUT STEALING HORSES
3318		Tana French	Tana French**IN THE WOODS	0670038601	9780670038602	2008-08-09	11	0	14	IN THE WOODS
3319		Nora Roberts	Nora Roberts**REFLECTIONS AND DREAMS	0373285701	9780373285709	2008-08-09	2	0	18	REFLECTIONS AND DREAMS
3320		Jan Karon	Jan Karon**HOME TO HOLLY SPRINGS	0143114395	9780143114390	2008-11-15	3	0	20	HOME TO HOLLY SPRINGS
3321		Junot Díaz	Junot Díaz**THE BRIEF WONDROUS LIFE OF OSCAR WAO	1594489580	9781594489587	2008-11-15	11	0	4	THE BRIEF WONDROUS LIFE OF OSCAR WAO
3322		Cormac McCarthy	Cormac McCarthy**THE ROAD	0307387895	9780307387899	2008-11-15	63	0	7	THE ROAD
3323		Aravind Adiga	Aravind Adiga**THE WHITE TIGER	1416562605	9781416562603	2008-11-15	5	0	12	THE WHITE TIGER
3324		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2008-11-15	62	0	6	THE ALCHEMIST
3325		Per Petterson	Per Petterson**OUT STEALING HORSES	1555974708	9781555974701	2008-11-15	18	0	19	OUT STEALING HORSES
3326		Nicholas Sparks	Nicholas Sparks**NIGHTS IN RODANTHE	0446691798	9780446691796	2008-11-15	15	0	18	NIGHTS IN RODANTHE
3327		Ken Follett	Ken Follett**WORLD WITHOUT END	045122499X	9780451224996	2008-11-15	6	0	3	WORLD WITHOUT END
3328		Elin Hilderbrand	Elin Hilderbrand**BAREFOOT	0316018597	9780316018593	2008-11-15	23	0	11	BAREFOOT
3329		Nancy Horan	Nancy Horan**LOVING FRANK	0345494997	9780345494993	2008-11-15	31	0	8	LOVING FRANK
3330		Alexander McCall Smith	Alexander McCall Smith**THE WORLD ACCORDING TO BERTIE	0307387062	9780307387066	2008-11-15	1	0	15	THE WORLD ACCORDING TO BERTIE
3331		Sophie Kinsella	Sophie Kinsella**REMEMBER ME?	0385338732	9780385338738	2008-11-15	3	0	5	REMEMBER ME?
3332		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	1565125606	9781565125605	2008-11-15	63	0	10	WATER FOR ELEPHANTS
3333		Sue Monk Kidd	Sue Monk Kidd**THE SECRET LIFE OF BEES	0142001740	9780142001745	2008-11-15	22	0	2	THE SECRET LIFE OF BEES
3334		Alice Sebold	Alice Sebold**THE ALMOST MOON	0316067369	9780316067362	2008-11-15	10	0	17	THE ALMOST MOON
3335		Karen Kingsbury	Karen Kingsbury**EVERY NOW AND THEN	0310266157	9780310266150	2008-11-15	1	0	9	EVERY NOW AND THEN
3336		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2008-11-15	26	0	1	THE SHACK
3337		Nicholas Sparks	Nicholas Sparks**THE CHOICE	0446698334	9780446698337	2008-11-15	13	0	14	THE CHOICE
3338		Tana French	Tana French**IN THE WOODS	0670038601	9780670038602	2008-11-15	15	0	16	IN THE WOODS
3339		Khaled Hosseini	Khaled Hosseini**THE KITE RUNNER	1594481776	9781594481772	2008-11-15	62	0	13	THE KITE RUNNER
3340		Nicholas Sparks	Nicholas Sparks**THE LAST SONG	0446547557	9780446547550	2010-03-07	6	2	3	THE LAST SONG
3341		Robert Goolrick	Robert Goolrick**A RELIABLE WIFE	1565129776	9781565129771	2010-03-07	9	3	2	A RELIABLE WIFE
3342		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307454541	9780307454546	2010-03-07	37	5	4	THE GIRL WITH THE DRAGON TATTOO
3343		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385341008	9780385341004	2010-03-07	44	17	16	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
3344		Chris Cleave	Chris Cleave**LITTLE BEE	1416589643	9781416589648	2010-03-07	3	1	1	LITTLE BEE
3345		Tatiana de Rosnay	Tatiana de Rosnay**SARAH’S KEY	0312370849	9780312370848	2010-03-07	56	11	8	SARAH’S KEY
3346		Elizabeth Strout	Elizabeth Strout**OLIVE KITTERIDGE	0812971833	9780812971835	2010-03-07	46	19	13	OLIVE KITTERIDGE
3347		Abraham Verghese	Abraham Verghese**CUTTING FOR STONE	0375714367	9780375714368	2010-03-07	6	13	14	CUTTING FOR STONE
3348		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2010-03-07	126	14	19	THE ALCHEMIST
3349		Audrey Niffenegger	Audrey Niffenegger**THE TIME TRAVELER'S WIFE	015602943X	9780156029438	2010-03-07	38	16	17	THE TIME TRAVELER'S WIFE
3350		Lisa Scottoline	Lisa Scottoline**LOOK AGAIN	0312380739	9780312380731	2010-03-07	4	7	6	LOOK AGAIN
3351		Lisa See	Lisa See**SHANGHAI GIRLS	0812980530	9780812980530	2010-03-07	5	8	7	SHANGHAI GIRLS
3352		Garth Stein	Garth Stein**THE ART OF RACING IN THE RAIN	0061537969	9780061537967	2010-03-07	39	12	10	THE ART OF RACING IN THE RAIN
3353		Colum McCann	Colum McCann**LET THE GREAT WORLD SPIN	0812973992	9780812973990	2010-03-07	12	0	20	LET THE GREAT WORLD SPIN
3354		Sapphire	Sapphire**PUSH	0679766758	9780679766759	2010-03-07	28	20	18	PUSH
3355		Dennis Lehane	Dennis Lehane**SHUTTER ISLAND	0061807400	9780061807404	2010-03-07	4	9	11	SHUTTER ISLAND
3356		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2010-03-07	94	10	12	THE SHACK
3357		James Patterson and Maxine Paetro	James Patterson and Maxine Paetro**THE 8TH CONFESSION	0446561339	9780446561334	2010-03-07	2	4	5	THE 8TH CONFESSION
3358		Nicholas Sparks	Nicholas Sparks**DEAR JOHN	0446567329	9780446567329	2010-03-07	26	6	9	DEAR JOHN
3359		Kate Morton	Kate Morton**THE FORGOTTEN GARDEN	1416550550	9781416550556	2010-03-07	3	15	15	THE FORGOTTEN GARDEN
3360		Khaled Hosseini	Khaled Hosseini**A THOUSAND SPLENDID SUNS	1594489505	9781594489501	2009-03-21	17	7	7	A THOUSAND SPLENDID SUNS
3361		James Patterson and Gabrielle Charbonnet	James Patterson and Gabrielle Charbonnet**SUNDAYS AT TIFFANY’S	0446199443	9780446199445	2009-03-21	11	5	4	SUNDAYS AT TIFFANY’S
3362		Bernhard Schlink	Bernhard Schlink**THE READER	0307454894	9780307454898	2009-03-21	16	2	2	THE READER
3363		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2009-03-21	79	9	9	THE ALCHEMIST
3364		Karen Kingsbury	Karen Kingsbury**TAKE ONE	0310318432	9780310318439	2009-03-21	2	8	15	TAKE ONE
3365		Tatiana de Rosnay	Tatiana de Rosnay**SARAH’S KEY	0312370849	9780312370848	2009-03-21	6	10	10	SARAH’S KEY
3366		Alexander McCall Smith	Alexander McCall Smith**THE MIRACLE AT SPEEDY MOTORS	0307277461	9780307277466	2009-03-21	2	11	14	THE MIRACLE AT SPEEDY MOTORS
3367		Nancy Horan	Nancy Horan**LOVING FRANK	0345494997	9780345494993	2009-03-21	46	18	20	LOVING FRANK
3368		Kate Jacobs	Kate Jacobs**THE FRIDAY NIGHT KNITTING CLUB	0425219097	9780425219096	2009-03-21	52	0	18	THE FRIDAY NIGHT KNITTING CLUB
3369		Curtis Sittenfeld	Curtis Sittenfeld**AMERICAN WIFE	0812975405	9780812975406	2009-03-21	6	4	5	AMERICAN WIFE
3370		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2009-03-21	44	1	1	THE SHACK
3371		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	1565125606	9781565125605	2009-03-21	81	14	12	WATER FOR ELEPHANTS
3372		Richard Price	Richard Price**LUSH LIFE	0374299250	9780374299255	2009-03-21	3	20	19	LUSH LIFE
3373		Muriel Barbery	Muriel Barbery**THE ELEGANCE OF THE HEDGEHOG	1933372605	9781933372600	2009-03-21	12	17	17	THE ELEGANCE OF THE HEDGEHOG
3374		Junot Díaz	Junot Díaz**THE BRIEF WONDROUS LIFE OF OSCAR WAO	1594489580	9781594489587	2009-03-21	29	12	11	THE BRIEF WONDROUS LIFE OF OSCAR WAO
3375		Geraldine Brooks	Geraldine Brooks**PEOPLE OF THE BOOK	0143115006	9780143115007	2009-03-21	12	6	6	PEOPLE OF THE BOOK
3376		Richard Yates	Richard Yates**REVOLUTIONARY ROAD	0375708448	9780375708442	2009-03-21	16	13	13	REVOLUTIONARY ROAD
3377		Aravind Adiga	Aravind Adiga**THE WHITE TIGER	1416562605	9781416562603	2009-03-21	23	15	16	THE WHITE TIGER
3378		Lisa Genova	Lisa Genova**STILL ALICE	1439102813	9781439102817	2009-03-21	11	16	8	STILL ALICE
3379		Kristin Hannah	Kristin Hannah**FIREFLY LANE	0312537077	9780312537074	2009-03-21	11	3	3	FIREFLY LANE
3380		Kristin Hannah	Kristin Hannah**FIREFLY LANE	0312537077	9780312537074	2009-03-28	12	3	2	FIREFLY LANE
3381		Bernhard Schlink	Bernhard Schlink**THE READER	0307454894	9780307454898	2009-03-28	17	2	3	THE READER
3382		Richard Yates	Richard Yates**REVOLUTIONARY ROAD	0375708448	9780375708442	2009-03-28	17	13	14	REVOLUTIONARY ROAD
3383		Aravind Adiga	Aravind Adiga**THE WHITE TIGER	1416562605	9781416562603	2009-03-28	24	16	15	THE WHITE TIGER
3384		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2009-03-28	80	9	9	THE ALCHEMIST
3385		Karen Kingsbury	Karen Kingsbury**TAKE ONE	0310318432	9780310318439	2009-03-28	3	15	18	TAKE ONE
3386		Tatiana de Rosnay	Tatiana de Rosnay**SARAH’S KEY	0312370849	9780312370848	2009-03-28	7	10	8	SARAH’S KEY
3387		Alexander McCall Smith	Alexander McCall Smith**THE NO. 1 LADIES' DETECTIVE AGENCY	0307456633	9780307456632	2009-03-28	1	0	20	THE NO. 1 LADIES' DETECTIVE AGENCY
3388		Khaled Hosseini	Khaled Hosseini**A THOUSAND SPLENDID SUNS	1594489505	9781594489501	2009-03-28	18	7	7	A THOUSAND SPLENDID SUNS
3389		Kate Jacobs	Kate Jacobs**THE FRIDAY NIGHT KNITTING CLUB	0425219097	9780425219096	2009-03-28	53	18	16	THE FRIDAY NIGHT KNITTING CLUB
3390		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2009-03-28	45	1	1	THE SHACK
3391		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	1565125606	9781565125605	2009-03-28	82	12	6	WATER FOR ELEPHANTS
3392		Richard Price	Richard Price**LUSH LIFE	0374299250	9780374299255	2009-03-28	4	19	17	LUSH LIFE
3393		Muriel Barbery	Muriel Barbery**THE ELEGANCE OF THE HEDGEHOG	1933372605	9781933372600	2009-03-28	13	17	13	THE ELEGANCE OF THE HEDGEHOG
3394		Junot Díaz	Junot Díaz**THE BRIEF WONDROUS LIFE OF OSCAR WAO	1594489580	9781594489587	2009-03-28	30	11	11	THE BRIEF WONDROUS LIFE OF OSCAR WAO
3395		Geraldine Brooks	Geraldine Brooks**PEOPLE OF THE BOOK	0143115006	9780143115007	2009-03-28	13	6	10	PEOPLE OF THE BOOK
3396		James Patterson and Gabrielle Charbonnet	James Patterson and Gabrielle Charbonnet**SUNDAYS AT TIFFANY’S	0446199443	9780446199445	2009-03-28	12	4	5	SUNDAYS AT TIFFANY’S
3397		Curtis Sittenfeld	Curtis Sittenfeld**AMERICAN WIFE	0812975405	9780812975406	2009-03-28	7	5	4	AMERICAN WIFE
3398		Lisa Genova	Lisa Genova**STILL ALICE	1439102813	9781439102817	2009-03-28	12	8	12	STILL ALICE
3399		Khaled Hosseini	Khaled Hosseini**THE KITE RUNNER	1594481776	9781594481772	2009-03-28	78	0	19	THE KITE RUNNER
3400		Alice Sebold	Alice Sebold**THE ALMOST MOON	0316067369	9780316067362	2008-09-13	1	0	9	THE ALMOST MOON
3401		Ann Patchett	Ann Patchett**RUN	0061340642	9780061340642	2008-09-13	6	0	19	RUN
3402		Cormac McCarthy	Cormac McCarthy**THE ROAD	0307387895	9780307387899	2008-09-13	54	0	10	THE ROAD
3403		Paulo Coelho	Paulo Coelho**THE ALCHEMIST	0061122416	9780061122415	2008-09-13	53	0	6	THE ALCHEMIST
3404		Richard Russo	Richard Russo**BRIDGE OF SIGHS	1400030900	9781400030903	2008-09-13	5	0	17	BRIDGE OF SIGHS
3405		Nicholas Sparks	Nicholas Sparks**NIGHTS IN RODANTHE	0446691798	9780446691796	2008-09-13	6	0	7	NIGHTS IN RODANTHE
3406		Jane Green	Jane Green**SECOND CHANCE	0452289440	9780452289444	2008-09-13	16	0	11	SECOND CHANCE
3407		Per Petterson	Per Petterson**OUT STEALING HORSES	1555974708	9781555974701	2008-09-13	12	0	15	OUT STEALING HORSES
3408		Nancy Horan	Nancy Horan**LOVING FRANK	0345494997	9780345494993	2008-09-13	22	0	14	LOVING FRANK
3409		Kate Jacobs	Kate Jacobs**THE FRIDAY NIGHT KNITTING CLUB	0425219097	9780425219096	2008-09-13	37	0	16	THE FRIDAY NIGHT KNITTING CLUB
3410		William P Young	William P Young**THE SHACK	0964729237	9780964729230	2008-09-13	17	0	1	THE SHACK
3411		Sara Gruen	Sara Gruen**WATER FOR ELEPHANTS	1565125606	9781565125605	2008-09-13	54	0	4	WATER FOR ELEPHANTS
3412		Jodi Picoult	Jodi Picoult**NINETEEN MINUTES	0743496728	9780743496728	2008-09-13	32	0	12	NINETEEN MINUTES
3413		Ann Brashares	Ann Brashares**THE LAST SUMMER (OF YOU AND ME)	0743454537	9780743454537	2008-09-13	19	0	20	THE LAST SUMMER (OF YOU AND ME)
3414		Junot Díaz	Junot Díaz**THE BRIEF WONDROUS LIFE OF OSCAR WAO	1594489580	9781594489587	2008-09-13	2	0	2	THE BRIEF WONDROUS LIFE OF OSCAR WAO
3415		Elin Hilderbrand	Elin Hilderbrand**BAREFOOT	0316018597	9780316018593	2008-09-13	14	0	5	BAREFOOT
3416		Jason F Wright	Jason F Wright**THE WEDNESDAY LETTERS	0425223477	9780425223475	2008-09-13	2	0	18	THE WEDNESDAY LETTERS
3417		Nicholas Sparks	Nicholas Sparks**THE CHOICE	0446698334	9780446698337	2008-09-13	4	0	3	THE CHOICE
3418		Sue Monk Kidd	Sue Monk Kidd**THE SECRET LIFE OF BEES	0142001740	9780142001745	2008-09-13	13	0	13	THE SECRET LIFE OF BEES
3419		Khaled Hosseini	Khaled Hosseini**THE KITE RUNNER	1594481776	9781594481772	2008-09-13	54	0	8	THE KITE RUNNER
3420		Nora Roberts	Nora Roberts**BED OF ROSES	0425230074	9780425230077	2009-11-07	2	1	2	BED OF ROSES
3421		Uwem Akpan	Uwem Akpan**SAY YOU'RE ONE OF THEM	0316113956	9780316113953	2009-11-07	8	3	3	SAY YOU'RE ONE OF THEM
3422		James Patterson and Michael Ledwidge	James Patterson and Michael Ledwidge**RUN FOR YOUR LIFE	044656267X	9780446562676	2009-11-07	3	7	10	RUN FOR YOUR LIFE
3423		Jamie Ford	Jamie Ford**HOTEL ON THE CORNER OF BITTER AND SWEET	0345505344	9780345505347	2009-11-07	5	13	16	HOTEL ON THE CORNER OF BITTER AND SWEET
3424		Stieg Larsson	Stieg Larsson**THE GIRL WITH THE DRAGON TATTOO	0307473473	9780307473479	2009-11-07	20	6	5	THE GIRL WITH THE DRAGON TATTOO
3425		Muriel Barbery	Muriel Barbery**THE ELEGANCE OF THE HEDGEHOG	1933372605	9781933372600	2009-11-07	43	11	12	THE ELEGANCE OF THE HEDGEHOG
3426		Jodi Picoult	Jodi Picoult**HANDLE WITH CARE	0743296427	9780743296427	2009-11-07	8	14	19	HANDLE WITH CARE
3427		Mary Ann Shaffer and Annie Barrows	Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY	0385341008	9780385341004	2009-11-07	27	10	7	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
3428		Dennis Lehane	Dennis Lehane**THE GIVEN DAY	0380731878	9780380731879	2009-11-07	1	0	18	THE GIVEN DAY
3429		Tatiana de Rosnay	Tatiana de Rosnay**SARAH’S KEY	0312370849	9780312370848	2009-11-07	39	12	11	SARAH’S KEY
3430		Elizabeth Strout	Elizabeth Strout**OLIVE KITTERIDGE	140006208X	9781400062089	2009-11-07	29	5	6	OLIVE KITTERIDGE
